gene	symbol	log2FoldChange	lfcSE	pvalue	padj
ENSG0102036	GENE2036	-1.585	0.322	0.08072055885559037	0.01939233642359383
ENSG0100096	GENE96	2.273	0.255	0.15007134407962963	0.019401596571403067
ENSG0103194	GENE3194	-1.832	0.392	0.10095179108181007	0.019412481984756435
ENSG0112017	GENE12017	3.859	0.117	0.6261072253955678	0.019428382186271877
ENSG0114645	GENE14645	1.764	0.146	0.09514330666185566	0.019443724468389156
ENSG0116800	GENE16800	-1.14	0.259	0.05430795204791139	0.01945772511973371
ENSG0106618	GENE6618	0.949	0.142	0.045801377456346604	0.01949194654249543
ENSG0112239	GENE12239	-2.614	0.104	0.20521513467163666	0.019515277439244937
ENSG0112455	GENE12455	-0.189	0.305	0.02314364715922279	0.019524433072284034
ENSG0102407	GENE2407	-4.148	0.314	0.8170852940189192	0.019541607769583694
ENSG0104455	GENE4455	1.488	0.374	0.07461193983186976	0.01954936720817528
ENSG0103039	GENE3039	-4.151	0.446	0.82020621036116	0.019555099545601282
ENSG0100875	GENE875	3.287	0.334	0.3769696755631676	0.0195661226691548
ENSG0105501	GENE5501	-1.383	0.262	0.06793360616210342	0.019568519620071056
ENSG0103883	GENE3883	0.23	0.131	0.024066960240958335	0.019571993236070097
ENSG0102028	GENE2028	-1.561	0.242	0.07980595457210693	0.019583590387049255
ENSG0117479	GENE17479	1.897	0.346	0.10804664403161168	0.019596796417878846
ENSG0105732	GENE5732	3.283	0.38	0.37618142478078054	0.019603182974757195
ENSG0109565	GENE9565	2.02	0.216	0.12082037888993635	0.019615786626379045
ENSG0100182	GENE182	-1.59	0.101	0.08229284719806218	0.019673267955671113
ENSG0107215	GENE7215	1.096	0.238	0.05280168559982701	0.019682105997216707
ENSG0116616	GENE16616	-1.259	0.439	0.061101065548834654	0.019682397148431188
ENSG0108774	GENE8774	-3.984	0.156	0.7102849352187526	0.019693532037169063
ENSG0116975	GENE16975	3.854	0.296	0.6321518932134214	0.01970083474766321
ENSG0105931	GENE5931	3.32	0.204	0.3912244842885907	0.019708430526894746
ENSG0112105	GENE12105	-2.638	0.164	0.21181296650612425	0.019723701109897244
ENSG0110420	GENE10420	-1.628	0.239	0.08539327297477406	0.019732608563449407
ENSG0116923	GENE16923	4.349	0.32	0.9893345358504756	0.019751263914222474
ENSG0101628	GENE1628	0.711	0.216	0.03749538810535569	0.019770014921265663
ENSG0111705	GENE11705	1.633	0.37	0.08599220108455108	0.01977265170121373
ENSG0104384	GENE4384	2.531	0.293	0.1932352828984717	0.019808401395074976
ENSG0113326	GENE13326	-1.452	0.381	0.07320997872648127	0.01981166898510481
ENSG0117473	GENE17473	-2.066	0.492	0.12720313356695723	0.019813207177576363
ENSG0107727	GENE7727	-2.894	0.223	0.26808615319816154	0.019822133236519244
ENSG0102723	GENE2723	0.743	0.338	0.03870022259091954	0.019827466732803844
ENSG0111809	GENE11809	-2.818	0.442	0.2507936887396264	0.019862360787749028
ENSG0107530	GENE7530	-0.62	0.394	0.03470333787425661	0.019868170151994248
ENSG0113233	GENE13233	0.936	0.264	0.046287481964141564	0.019932368692763196
ENSG0101148	GENE1148	-3.964	0.395	0.7065269005530835	0.01994807908702793
ENSG0114512	GENE14512	1.351	0.181	0.06733886464844163	0.019967528899847695
ENSG0115831	GENE15831	-2.228	0.262	0.14860578568749117	0.020015828492110078
ENSG0115936	GENE15936	-1.743	0.252	0.09619254775608888	0.020031484057893352
ENSG0114875	GENE14875	0.654	0.467	0.036093039720831	0.02004082845817987
ENSG0104822	GENE4822	-1.067	0.376	0.052386739787990244	0.02005328475528037
ENSG0117741	GENE17741	0.628	0.138	0.0353213806621302	0.020066891563895118
ENSG0115017	GENE15017	3.656	0.222	0.5397843904230489	0.020098858205015082
ENSG0107348	GENE7348	1.836	0.491	0.10488663420239919	0.020103213297421943
ENSG0106365	GENE6365	-2.819	0.214	0.25426757597480953	0.020113028157723298
ENSG0114552	GENE14552	-3.287	0.291	0.3877535494679606	0.02013164683094887
ENSG0102536	GENE2536	2.883	0.108	0.2699197060888213	0.020150884413149033
ENSG0101843	GENE1843	2.502	0.21	0.19159425126945517	0.02015515612721851
ENSG0107093	GENE7093	-0.532	0.168	0.03254579156145454	0.020168968454168202
ENSG0107023	GENE7023	-0.114	0.265	0.022367747475277033	0.020177847128707207
ENSG0112125	GENE12125	4.061	0.267	0.7809177074130047	0.020194477280798814
ENSG0114803	GENE14803	-1.408	0.284	0.071729096328214	0.020208675335464086
ENSG0109608	GENE9608	0.573	0.209	0.03387573212223749	0.02022513338305969
ENSG0102006	GENE2006	-0.142	0.175	0.023006848584904094	0.02025195549296397
ENSG0110642	GENE10642	-0.728	0.481	0.03904974731614408	0.02028844029389204
ENSG0102697	GENE2697	0.089	0.453	0.021990237098636012	0.020294779505429843
ENSG0108375	GENE8375	0.503	0.494	0.031980252345785165	0.02032956902240027
ENSG0115409	GENE15409	-2.961	0.24	0.29223933250001044	0.020336349263609065
ENSG0114097	GENE14097	0.575	0.499	0.03412786129737311	0.020337865405516752
ENSG0113230	GENE13230	0.31	0.176	0.026894609532070346	0.02035039775931538
ENSG0115687	GENE15687	1.861	0.121	0.1086778790939007	0.02035288650943906
ENSG0102059	GENE2059	-1.32	0.27	0.06674265758772424	0.020353733467113205
ENSG0110976	GENE10976	2.724	0.258	0.23647375128702985	0.020366498459428253
ENSG0104162	GENE4162	-1.35	0.416	0.06873065260891875	0.020399024592878817
ENSG0103463	GENE3463	-3.777	0.394	0.6116605377978431	0.020427747419195712
ENSG0111837	GENE11837	0.466	0.201	0.03107068692463577	0.020436273554241637
ENSG0111554	GENE11554	1.401	0.408	0.07226373341679893	0.020475748726035047
ENSG0101801	GENE1801	1.14	0.465	0.05718373592261339	0.020489886615276315
ENSG0105708	GENE5708	1.606	0.145	0.0869940347802366	0.020502524958629965
ENSG0113227	GENE13227	-0.638	0.459	0.03644430033993784	0.020518512046833928
ENSG0100514	GENE514	-0.653	0.35	0.036938768670926825	0.020528234509395372
ENSG0110342	GENE10342	-0.892	0.362	0.04581417233186025	0.02052869875124239
ENSG0105635	GENE5635	0.568	0.392	0.034231197415727554	0.020529451646308886
ENSG0112979	GENE12979	3.506	0.266	0.481599718563802	0.020532351143283063
ENSG0114491	GENE14491	-2.276	0.149	0.15929113246906335	0.020539040179887575
ENSG0117131	GENE17131	4.214	0.217	0.9111753045080593	0.02054327318663895
ENSG0109777	GENE9777	3.557	0.268	0.5046742871298595	0.020543736187358705
ENSG0109411	GENE9411	-2.168	0.122	0.1446552572979325	0.020546998723082188
ENSG0106454	GENE6454	-1.779	0.198	0.10193005596166604	0.020554620722277386
ENSG0100743	GENE743	-3.397	0.125	0.437411246080709	0.020555945318422194
ENSG0103158	GENE3158	-3.785	0.426	0.6205252485641453	0.020576977221813907
ENSG0112976	GENE12976	-0.228	0.136	0.02527700138768907	0.020595941316515723
ENSG0110253	GENE10253	2.324	0.255	0.16697653249178424	0.020618970840795284
ENSG0100700	GENE700	-2.338	0.292	0.16932378471279896	0.02064790942432946
ENSG0111073	GENE11073	1.908	0.229	0.11508094704967475	0.020663906903397474
ENSG0117094	GENE17094	2.724	0.259	0.2401190577779171	0.02068434562090549
ENSG0113128	GENE13128	-2.231	0.345	0.15404888145575935	0.020688773420246203
ENSG0114385	GENE14385	-1.173	0.154	0.05950704416383745	0.02070027368445716
ENSG0113864	GENE13864	0.222	0.242	0.025280926891403488	0.020706825002860137
ENSG0113158	GENE13158	0.292	0.325	0.02693097138339795	0.020713319481121338
ENSG0116374	GENE16374	-2.136	0.194	0.14200249245453833	0.020762028498669687
ENSG0116500	GENE16500	1.042	0.151	0.05311528891118489	0.020792298901059172
ENSG0109991	GENE9991	2.056	0.205	0.1324272333858132	0.020806907867230235
ENSG0117238	GENE17238	-0.74	0.119	0.04053557493832005	0.02082217730326889
ENSG0109872	GENE9872	1.11	0.273	0.05660432610430155	0.020845583391568112
ENSG0110876	GENE10876	2.913	0.295	0.2867975448628124	0.02085282517857036
ENSG0112117	GENE12117	3.271	0.359	0.396536678057677	0.020879280549917084
ENSG0105948	GENE5948	-3.351	0.103	0.4264928813640524	0.020896902602957238
ENSG0117734	GENE17734	0.598	0.434	0.03584237284091296	0.020917611558735703
ENSG0109189	GENE9189	2.544	0.242	0.20675682471786494	0.020946602406147232
ENSG0117074	GENE17074	-3.76	0.466	0.6180943592842318	0.0209532488387552
ENSG0100071	GENE71	2.318	0.187	0.16890354517085615	0.02097950522823379
ENSG0104437	GENE4437	-3.035	0.467	0.32251650830071465	0.020998579785528396
ENSG0111610	GENE11610	2.155	0.319	0.1461975679730333	0.021026128306158045
ENSG0104318	GENE4318	1.351	0.466	0.07099216681939258	0.021042780683771457
ENSG0103288	GENE3288	-3.51	0.212	0.495935751615173	0.021061520189096596
ENSG0116053	GENE16053	1.98	0.102	0.1251902724527706	0.02106406233064944
ENSG0106659	GENE6659	1.099	0.182	0.05669845741624191	0.021092239650926464
ENSG0105592	GENE5592	-0.172	0.175	0.02462975871584938	0.02109943377261942
ENSG0101679	GENE1679	1.612	0.402	0.0900650473806851	0.02111903621693834
ENSG0105322	GENE5322	1.629	0.496	0.09160499648910547	0.021142460984451543
ENSG0101964	GENE1964	-4.107	0.467	0.8536685265729493	0.021178911459053668
ENSG0105745	GENE5745	0.435	0.44	0.03136089664271979	0.021209103826721653
ENSG0115454	GENE15454	1.401	0.428	0.07483904405887909	0.021210978010014026
ENSG0113997	GENE13997	-0.697	0.223	0.03971819407088695	0.021215970661173495
ENSG0107316	GENE7316	1.52	0.351	0.08333369002584856	0.021223595610036616
ENSG0106668	GENE6668	2.638	0.389	0.22806138050674696	0.021231087076721347
ENSG0108483	GENE8483	0.666	0.307	0.038661534715699886	0.021232158687441768
ENSG0117581	GENE17581	0.272	0.495	0.02712102515978576	0.021235409387197757
ENSG0110409	GENE10409	-3.267	0.277	0.4018652605415395	0.02123633816402942
ENSG0100299	GENE299	2.311	0.344	0.1700334073139238	0.021243427552322062
ENSG0110962	GENE10962	-0.055	0.243	0.02233328504533383	0.021258189165328775
ENSG0105108	GENE5108	0.797	0.365	0.04362471675231461	0.0212839033192036
ENSG0102409	GENE2409	0.699	0.429	0.03995086122595637	0.021306130294797904
ENSG0117299	GENE17299	-0.348	0.272	0.02915180368902326	0.021317959970211284
ENSG0115279	GENE15279	-2.192	0.406	0.15331310622092087	0.021318529526280102
ENSG0117583	GENE17583	-0.74	0.398	0.041499607158541174	0.021322418645576477
ENSG0104825	GENE4825	1.345	0.404	0.0715835971391442	0.021331205390657314
ENSG0108111	GENE8111	-0.293	0.212	0.027760080189687453	0.021333905137903626
ENSG0106571	GENE6571	-0.108	0.297	0.023550283965623864	0.021361856770137123
ENSG0100198	GENE198	1.275	0.194	0.0673306293762228	0.021369414433685174
ENSG0104568	GENE4568	-0.136	0.122	0.024166217805975054	0.021379114798194668
ENSG0107072	GENE7072	-1.695	0.5	0.09825598432179561	0.021380410355057024
ENSG0117291	GENE17291	1.333	0.435	0.0710777465477811	0.02141875580666202
ENSG0102217	GENE2217	1.949	0.216	0.12394012274059996	0.021453401260179146
ENSG0103735	GENE3735	0.074	0.246	0.022937658105047	0.021462424386925767
ENSG0115172	GENE15172	1.291	0.249	0.06858958335115206	0.021465920544722624
ENSG0115419	GENE15419	0.86	0.275	0.04660104484048411	0.021491358388614972
ENSG0109497	GENE9497	-0.332	0.479	0.02901893770693109	0.021516846664731342
ENSG0103517	GENE3517	-3.595	0.485	0.54731343920203	0.021529004546557498
ENSG0105982	GENE5982	-1.46	0.323	0.08012821348483645	0.0215354425804156
ENSG0102107	GENE2107	-3.46	0.254	0.4856677580299208	0.02156742889487315
ENSG0117314	GENE17314	-1.192	0.131	0.06311163902159034	0.021591516594882308
ENSG0111315	GENE11315	-2.599	0.262	0.2241214321360323	0.02160308592911407
ENSG0111405	GENE11405	-4.054	0.172	0.8302881143944929	0.021603401572889865
ENSG0105789	GENE5789	0.448	0.443	0.03234638064459161	0.021612714120538817
ENSG0103855	GENE3855	1.95	0.384	0.1249994056049526	0.021614310847011858
ENSG0106422	GENE6422	-0.697	0.315	0.04047738656085531	0.02161823382213225
ENSG0116075	GENE16075	2.015	0.296	0.1325266290155792	0.021620384834229945
ENSG0116827	GENE16827	-1.032	0.442	0.05482589906935087	0.02165782170352761
ENSG0101491	GENE1491	-1.421	0.482	0.07783728047108107	0.02166563092706694
ENSG0106677	GENE6677	0.252	0.382	0.027182778337285773	0.02166842302648099
ENSG0115084	GENE15084	-1.132	0.134	0.060167844394633296	0.021719509948287186
ENSG0110465	GENE10465	1.882	0.139	0.11820099307773158	0.021727643563994523
ENSG0102875	GENE2875	1.178	0.33	0.06283389411576157	0.021759511862005802
ENSG0113725	GENE13725	0.799	0.118	0.04469629759675686	0.021768404164953
ENSG0104886	GENE4886	-1.948	0.169	0.1259321145340031	0.021813082310166973
ENSG0112641	GENE12641	0.132	0.139	0.024584010774755694	0.02183654195660043
ENSG0112761	GENE12761	-2.827	0.223	0.27801023463807406	0.021839273893122405
ENSG0103433	GENE3433	0.422	0.206	0.03197114700132897	0.021859740911456708
ENSG0102583	GENE2583	-0.194	0.281	0.026036705887196532	0.021861813654648902
ENSG0100704	GENE704	3.478	0.197	0.5006438985801306	0.02188562367516243
ENSG0117161	GENE17161	2.651	0.439	0.238332939092322	0.02192471213149051
ENSG0100101	GENE101	4.156	0.355	0.9243447502359722	0.02194398075015979
ENSG0108573	GENE8573	-2.045	0.49	0.13843705973980702	0.02196826723812741
ENSG0103671	GENE3671	-0.621	0.357	0.03848005812582489	0.02200187960098313
ENSG0105202	GENE5202	-2.664	0.214	0.2421371252210398	0.022011663935815464
ENSG0109709	GENE9709	-1.524	0.463	0.08686111666729546	0.02202846510970643
ENSG0109839	GENE9839	-4.223	0.196	0.9860614333164739	0.022037640512923163
ENSG0112073	GENE12073	3.791	0.496	0.6684806985616714	0.022045784848493104
ENSG0106903	GENE6903	1.839	0.232	0.11555896691712231	0.022072299668829797
ENSG0109609	GENE9609	-1.122	0.316	0.06060998516338911	0.022082182254383336
ENSG0102637	GENE2637	0.348	0.391	0.030230137383823297	0.02211055892507514
ENSG0108179	GENE8179	0.095	0.459	0.02410132703590795	0.022133181431736985
ENSG0113741	GENE13741	1.35	0.204	0.07464081762151453	0.022156113502755485
ENSG0114014	GENE14014	-1.299	0.299	0.07141600082302735	0.02217723476553616
ENSG0104912	GENE4912	-2.498	0.305	0.2100125332960323	0.022180243371509506
ENSG0116213	GENE16213	-0.158	0.245	0.025602175352024692	0.02221459395515356
ENSG0103416	GENE3416	1.057	0.286	0.057616045597301935	0.022258947357460444
ENSG0101483	GENE1483	0.305	0.29	0.029301135904453157	0.022271514182004994
ENSG0114573	GENE14573	2.592	0.104	0.22966068622630653	0.022274761598048722
ENSG0109021	GENE9021	-3.603	0.411	0.5703565925597419	0.02227987968358463
ENSG0115931	GENE15931	3.883	0.308	0.7336624100896918	0.022280551032598073
ENSG0108160	GENE8160	0.203	0.166	0.02676239692607385	0.02228692615296979
ENSG0106368	GENE6368	-2.055	0.243	0.14169077771438876	0.02229654870005352
ENSG0117313	GENE17313	-1.491	0.358	0.085294792481442	0.022301042581935156
ENSG0112876	GENE12876	-0.191	0.125	0.026520692348528052	0.022322824897251146
ENSG0117097	GENE17097	0.29	0.209	0.028987962475619744	0.022327095380931444
ENSG0100100	GENE100	2.509	0.332	0.21370310450843943	0.022350233856514735
ENSG0112837	GENE12837	2.187	0.172	0.16020597052534302	0.022381136833227715
ENSG0112115	GENE12115	2.857	0.365	0.29347142854157715	0.022425953319167472
ENSG0102593	GENE2593	1.134	0.281	0.062244677530507775	0.022431751501186398
ENSG0110146	GENE10146	4.125	0.245	0.9184472996235536	0.022433458912150504
ENSG0115282	GENE15282	-0.594	0.35	0.03832679560664676	0.022451283654437656
ENSG0117423	GENE17423	0.678	0.176	0.04134403745008164	0.022456313360421885
ENSG0106538	GENE6538	-2.021	0.365	0.13868274360016863	0.02249498874870885
ENSG0116822	GENE16822	2.464	0.305	0.2065814697713495	0.022496105747112412
ENSG0108984	GENE8984	1.272	0.27	0.07074341021902897	0.022509332514010237
ENSG0104863	GENE4863	-0.146	0.166	0.02568183698089943	0.022520054439945307
ENSG0104575	GENE4575	0.909	0.136	0.05107898032276681	0.022532411666056556
ENSG0115055	GENE15055	-2.654	0.1	0.24553064802688462	0.022533228616807035
ENSG0107401	GENE7401	2.292	0.264	0.1772718744617615	0.022537908677250265
ENSG0101476	GENE1476	-0.276	0.302	0.02890858875335911	0.02254730398273765
ENSG0112726	GENE12726	1.946	0.138	0.12991361186859163	0.022547773095847868
ENSG0117115	GENE17115	2.143	0.465	0.15523356582479564	0.022570552126002556
ENSG0114059	GENE14059	0.751	0.38	0.04437166407910653	0.02257315616721623
ENSG0116648	GENE16648	-1.494	0.172	0.08674822348824929	0.022603622478833036
ENSG0106776	GENE6776	-0.514	0.468	0.03593560938378226	0.022619087833490054
ENSG0115085	GENE15085	-0.29	0.157	0.029376526588061003	0.02263739791968903
ENSG0105608	GENE5608	3.841	0.467	0.7178832895853964	0.02264211239119792
ENSG0112564	GENE12564	3.913	0.357	0.7665634567697908	0.02264658392588257
ENSG0105424	GENE5424	-3.67	0.293	0.6165261609662233	0.022671872582773464
ENSG0107082	GENE7082	-0.646	0.428	0.04057123738677304	0.02267928524808786
ENSG0117668	GENE17668	-1.44	0.292	0.08315797604881425	0.022745627879964647
ENSG0101527	GENE1527	-1.787	0.244	0.11381844294624088	0.02278198817381403
ENSG0113947	GENE13947	-1.125	0.263	0.06270158004961346	0.022788942453022386
ENSG0113512	GENE13512	-3.328	0.233	0.45556187096625744	0.02279810838671597
ENSG0111691	GENE11691	3.834	0.321	0.7192736085544912	0.02281112398427031
ENSG0106858	GENE6858	3.972	0.476	0.8139804428354224	0.02281218806113238
ENSG0112179	GENE12179	2.223	0.408	0.16905104671467763	0.022854464459963822
ENSG0111006	GENE11006	0.757	0.341	0.04516999372276076	0.022855062334273684
ENSG0109474	GENE9474	1.439	0.457	0.08344342657446135	0.02286151936800303
ENSG0113524	GENE13524	2.48	0.339	0.21326467920429248	0.022879501742818078
ENSG0104591	GENE4591	3.534	0.198	0.5507127228836793	0.022891974165093514
ENSG0109634	GENE9634	-1.784	0.148	0.11399678832071292	0.022892367875977777
ENSG0115653	GENE15653	-1.585	0.124	0.09546190289201872	0.022933152821299266
ENSG0111252	GENE11252	3.944	0.392	0.7978819792360827	0.022937532771057086
ENSG0115347	GENE15347	-1.276	0.39	0.0723818013763996	0.022954560504056587
ENSG0102960	GENE2960	-4.138	0.35	0.9516354332619746	0.02295626620645062
ENSG0112715	GENE12715	-1.917	0.4	0.12896369297540733	0.02296656740692643
ENSG0116403	GENE16403	2.203	0.142	0.16685140648688324	0.022968097862469627
ENSG0114529	GENE14529	2.772	0.457	0.2784867215911666	0.022971266223849634
ENSG0100584	GENE584	-1.018	0.347	0.057560788192742574	0.02301973785845021
ENSG0106745	GENE6745	2.158	0.262	0.1606520100537402	0.023032928578592113
ENSG0114049	GENE14049	0.425	0.109	0.033764747601540246	0.023040562593453592
ENSG0115694	GENE15694	2.339	0.452	0.18925610629828338	0.023048284555804877
ENSG0110373	GENE10373	0.424	0.288	0.033769564082282155	0.023053294507669832
ENSG0105246	GENE5246	-2.035	0.455	0.14391899704816347	0.023055590814757835
ENSG0100800	GENE800	3.256	0.391	0.4329421216230397	0.02309855477814922
ENSG0106343	GENE6343	-1.054	0.128	0.0597900411341854	0.023152427062501122
ENSG0104964	GENE4964	2.808	0.31	0.2899703180783074	0.023153152781074708
ENSG0101791	GENE1791	-2.229	0.275	0.1721512411246433	0.023163997833345572
ENSG0113904	GENE13904	3.311	0.148	0.45715946880469827	0.023220829916838295
ENSG0114175	GENE14175	-1.233	0.492	0.0705209074875891	0.02323933490325051
ENSG0105890	GENE5890	-2.057	0.118	0.14798389025364567	0.023242379765320485
ENSG0109122	GENE9122	1.069	0.472	0.06086156050081937	0.023246800771624578
ENSG0105697	GENE5697	-1.573	0.378	0.09573697417054439	0.023250316330808495
ENSG0107756	GENE7756	-1.665	0.125	0.10401950896753875	0.0232511965093727
ENSG0112588	GENE12588	1.182	0.418	0.06741442154738386	0.023277472030609342
ENSG0103338	GENE3338	-1.136	0.236	0.06473964737215065	0.023283901027311257
ENSG0105131	GENE5131	-0.02	0.132	0.02377822122578721	0.023350599128685614
ENSG0107446	GENE7446	3.742	0.131	0.6777374304325103	0.023354336153314326
ENSG0100849	GENE849	0.789	0.339	0.04751427448021028	0.023360369638258216
ENSG0115937	GENE15937	1.238	0.471	0.07127908832189866	0.023387973035455145
ENSG0108793	GENE8793	-1.098	0.248	0.06298483844640523	0.023437268605434353
ENSG0117558	GENE17558	-3.927	0.273	0.8039770110356833	0.023451681189765008
ENSG0100421	GENE421	-2.646	0.322	0.25375026800842027	0.023453985350805038
ENSG0113882	GENE13882	0.923	0.386	0.05394636994136781	0.023497335863380944
ENSG0100115	GENE115	-2.147	0.414	0.1622652009697204	0.023497410990814212
ENSG0116755	GENE16755	-1.109	0.117	0.06405441060213202	0.023610617326512005
ENSG0110901	GENE10901	0.912	0.407	0.05376042534361758	0.023668212718958862
ENSG0102784	GENE2784	3.453	0.333	0.5295248653475133	0.02367839350874873
ENSG0107971	GENE7971	3.558	0.456	0.5825812941409361	0.02369776618691728
ENSG0101186	GENE1186	-3.192	0.217	0.4194874077733376	0.023719880026335443
ENSG0105469	GENE5469	-1.136	0.448	0.06593282486087582	0.02372710720842864
ENSG0106862	GENE6862	0.535	0.389	0.038432716565784175	0.023748046815123887
ENSG0103351	GENE3351	0.319	0.439	0.03164764280711163	0.023756509355551413
ENSG0113920	GENE13920	3.145	0.334	0.4029710999668382	0.023758576069061104
ENSG0107041	GENE7041	-3.854	0.447	0.7633706366792951	0.023778205946327097
ENSG0105563	GENE5563	-0.667	0.302	0.04333969259215342	0.02378134483887315
ENSG0107195	GENE7195	-1.623	0.488	0.10250055829351379	0.023783402627430256
ENSG0105483	GENE5483	-0.817	0.47	0.04963237643196394	0.023796883195780667
ENSG0100968	GENE968	-4.067	0.294	0.9251652456407958	0.023801199547593698
ENSG0101924	GENE1924	1.86	0.22	0.12697802491163435	0.023805671204823377
ENSG0112723	GENE12723	-1.079	0.19	0.06292297906618305	0.023817777449795807
ENSG0113359	GENE13359	-1.047	0.43	0.06114650754834983	0.0238394797970456
ENSG0112032	GENE12032	-2.876	0.375	0.3171910686920655	0.023840462029553068
ENSG0103057	GENE3057	2.548	0.303	0.23635136758962483	0.023850871422662488
ENSG0105453	GENE5453	1.927	0.397	0.13520602125394454	0.023877808106139417
ENSG0105558	GENE5558	-0.437	0.169	0.035447074560271186	0.023911124340274974
ENSG0114341	GENE14341	0.608	0.396	0.04131635034049341	0.02391251022531185
